Reporting level,Province/territory,Region,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% meeting benchmark,2017,Proportion,100
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th percentile,2017,Days,12
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th percentile,2017,Days,20
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2017,Number of cases,428
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% meeting benchmark,2017,Proportion,87.14859438
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th percentile,2017,Hours,19.95
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th percentile,2017,Hours,49.96666667
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2017,Number of cases,249
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2017,Proportion,92
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2017,Hours,22.47
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2017,Hours,45.82
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,250
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% meeting benchmark,2017,Proportion,87
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th percentile,2017,Days,63
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th percentile,2017,Days,118
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2017,Number of cases,1610
Provincial,Newfoundland and Labrador,n/a,CABG,50th percentile,2017,Days,6
Provincial,Newfoundland and Labrador,n/a,CABG,90th percentile,2017,Days,58
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2017,Number of cases,178
Provincial,Newfoundland and Labrador,n/a,MRI Scan,Volume,2017,Number of cases,10522
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2017,Number of cases,40329
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th percentile,2017,Days,14
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th percentile,2017,Days,26
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2017,Number of cases,224
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th percentile,2017,Days,21
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th percentile,2017,Days,43
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2017,Number of cases,162
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th percentile,2017,Days,12
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th percentile,2017,Days,28
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2017,Number of cases,195
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,50th percentile,2017,Days,23
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,90th percentile,2017,Days,53
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,Volume,2017,Number of cases,49
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,50th percentile,2017,Days,34
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,90th percentile,2017,Days,49
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,Volume,2017,Number of cases,53
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,% meeting benchmark,2018,Proportion,88
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,50th percentile,2018,Days,92
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,90th percentile,2018,Days,187
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,Volume,2018,Number of cases,279
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,% meeting benchmark,2018,Proportion,75
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,50th percentile,2018,Days,132
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,90th percentile,2018,Days,248
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,Volume,2018,Number of cases,521
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% meeting benchmark,2018,Proportion,100
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th percentile,2018,Days,14
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th percentile,2018,Days,22
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2018,Number of cases,867
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% meeting benchmark,2018,Proportion,90.32258065
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th percentile,2018,Hours,20.41666667
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th percentile,2018,Hours,44.71666667
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2018,Number of cases,155
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2018,Proportion,99
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2018,Hours,21
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2018,Hours,38
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2018,Number of cases,221
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% meeting benchmark,2018,Proportion,77
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th percentile,2018,Days,85
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th percentile,2018,Days,153
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2018,Number of cases,1493
Provincial,Newfoundland and Labrador,n/a,CABG,50th percentile,2018,Days,6
Provincial,Newfoundland and Labrador,n/a,CABG,90th percentile,2018,Days,103
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2018,Number of cases,175
Provincial,Newfoundland and Labrador,n/a,MRI Scan,Volume,2018,Number of cases,9816
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2018,Number of cases,41727
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th percentile,2018,Days,19
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th percentile,2018,Days,45
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2018,Number of cases,230
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th percentile,2018,Days,23
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th percentile,2018,Days,39
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2018,Number of cases,126
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th percentile,2018,Days,14
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th percentile,2018,Days,30
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2018,Number of cases,186
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,50th percentile,2018,Days,27
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,90th percentile,2018,Days,53
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,Volume,2018,Number of cases,51
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,50th percentile,2018,Days,36
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,90th percentile,2018,Days,67
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,Volume,2018,Number of cases,67
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th percentile,2019,Days,21
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th percentile,2019,Days,41
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2019,Number of cases,108
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th percentile,2019,Days,16
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th percentile,2019,Days,35
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2019,Number of cases,220
Provincial,Newfoundland and Labrador,n/a,CABG,50th percentile,2019,Days,9
Provincial,Newfoundland and Labrador,n/a,CABG,90th percentile,2019,Days,149
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2019,Number of cases,182
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% meeting benchmark,2019,Proportion,63
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th percentile,2019,Days,95
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th percentile,2019,Days,209
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2019,Number of cases,1263
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th percentile,2019,Days,15
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th percentile,2019,Days,35
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2019,Number of cases,177
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2019,Number of cases,37795
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% meeting benchmark,2019,Proportion,85.42510121
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th percentile,2019,Hours,21.4
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th percentile,2019,Hours,59.76666667
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2019,Number of cases,247
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2019,Proportion,98
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2019,Hours,21.8
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2019,Hours,37.45
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2019,Number of cases,195
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,% meeting benchmark,2019,Proportion,76
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,50th percentile,2019,Days,113
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,90th percentile,2019,Days,229
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,Volume,2019,Number of cases,303
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,% meeting benchmark,2019,Proportion,72
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,50th percentile,2019,Days,133
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,90th percentile,2019,Days,280
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,Volume,2019,Number of cases,546
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,50th percentile,2019,Days,20
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,90th percentile,2019,Days,41
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,Volume,2019,Number of cases,45
Provincial,Newfoundland and Labrador,n/a,MRI Scan,Volume,2019,Number of cases,8888
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,50th percentile,2019,Days,43
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,90th percentile,2019,Days,62
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,Volume,2019,Number of cases,67
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% meeting benchmark,2019,Proportion,100
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th percentile,2019,Days,16
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th percentile,2019,Days,22
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2019,Number of cases,515
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,50th percentile,2020,Days,20
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,90th percentile,2020,Days,51
Provincial,Newfoundland and Labrador,n/a,Bladder Cancer Surgery,Volume,2020,Number of cases,114
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,50th percentile,2020,Days,14
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,90th percentile,2020,Days,30
Provincial,Newfoundland and Labrador,n/a,Breast Cancer Surgery,Volume,2020,Number of cases,165
Provincial,Newfoundland and Labrador,n/a,CABG,50th percentile,2020,Days,9
Provincial,Newfoundland and Labrador,n/a,CABG,90th percentile,2020,Days,42
Provincial,Newfoundland and Labrador,n/a,CABG,Volume,2020,Number of cases,116
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,% meeting benchmark,2020,Proportion,33
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,50th percentile,2020,Days,264
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,90th percentile,2020,Days,474
Provincial,Newfoundland and Labrador,n/a,Cataract Surgery,Volume,2020,Number of cases,527
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,50th percentile,2020,Days,12
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,90th percentile,2020,Days,33
Provincial,Newfoundland and Labrador,n/a,Colorectal Cancer Surgery,Volume,2020,Number of cases,122
Provincial,Newfoundland and Labrador,n/a,CT Scan,Volume,2020,Number of cases,34588
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% meeting benchmark,2020,Proportion,85.65891473
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th percentile,2020,Hours,25.03333333
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,90th percentile,2020,Hours,64.83333333
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,Volume,2020,Number of cases,258
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,% meeting benchmark,2020,Proportion,95
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,50th percentile,2020,Hours,24.52
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,90th percentile,2020,Hours,44.32
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair/Emergency and Inpatient,Volume,2020,Number of cases,174
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,% meeting benchmark,2020,Proportion,45
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,50th percentile,2020,Days,204
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,90th percentile,2020,Days,380
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,Volume,2020,Number of cases,163
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,% meeting benchmark,2020,Proportion,21
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,50th percentile,2020,Days,286
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,90th percentile,2020,Days,461
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,Volume,2020,Number of cases,229
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,50th percentile,2020,Days,19
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,90th percentile,2020,Days,34
Provincial,Newfoundland and Labrador,n/a,Lung Cancer Surgery,Volume,2020,Number of cases,32
Provincial,Newfoundland and Labrador,n/a,MRI Scan,Volume,2020,Number of cases,8042
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,50th percentile,2020,Days,51
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,90th percentile,2020,Days,128
Provincial,Newfoundland and Labrador,n/a,Prostate Cancer Surgery,Volume,2020,Number of cases,48
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% meeting benchmark,2020,Proportion,99
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th percentile,2020,Days,16
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th percentile,2020,Days,22
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2020,Number of cases,528
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,% meeting benchmark,2021,Proportion,57
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,50th percentile,2021,Days,165
Provincial,Newfoundland and Labrador,n/a,Hip Replacement,90th percentile,2021,Days,502
Provincial,Ontario,n/a,Knee Replacement,Volume,2021,Number of cases,10572
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,% meeting benchmark,2021,Proportion,44
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,50th percentile,2021,Days,210
Provincial,Newfoundland and Labrador,n/a,Knee Replacement,90th percentile,2021,Days,589
Provincial,Prince Edward Island,n/a,Knee Replacement,Volume,2021,Number of cases,279
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,% meeting benchmark,2021,Proportion,99
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,50th percentile,2021,Days,15
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,90th percentile,2021,Days,21
Provincial,Newfoundland and Labrador,n/a,Radiation Therapy,Volume,2021,Number of cases,534
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,% meeting benchmark,2021,Proportion,90.04975124
Provincial,Newfoundland and Labrador,n/a,Hip Fracture Repair,50th percentile,2021,Hours,23.96666667
